long,lat,gps_speed_ms,gps_speed_kmh,altitude,g_total,engine_load,engine_rpm,throttle_position,intake_air_temperature,fuel_level,kpl,kpl_avg,trip_distance,gps_time,device_time
6.09523142,50.77683415,1.75,6.299999713897705,212.0,0.025830566883087158,27.843137741088867,870.0,83.52941131591797,6.0,,0.0,4.212836265563965,0.26298946142196655,Sat Mar 07 08:09:01 MEZ 2015,07Mär.2015 08:09:00.039
6.09523142,50.77683415,1.75,6.299999713897705,212.0,0.024805724620819092,29.411766052246094,872.0,83.52941131591797,6.0,,0.0,4.212836265563965,0.26298946142196655,Sat Mar 07 08:09:01 MEZ 2015,07Mär.2015 08:09:01.038
6.0952318,50.77682089,0.0,0.0,213.0,0.034262239933013916,29.803922653198242,867.5,83.52941131591797,6.0,,0.0,4.212836265563965,0.2644832730293274,Sat Mar 07 08:09:03 MEZ 2015,07Mär.2015 08:09:02.038
6.0952254,50.77681789,0.0,0.0,213.0,0.0534244179725647,79.60784149169922,896.5,83.52941131591797,6.0,,0.0,4.212836265563965,0.2650446593761444,Sat Mar 07 08:09:04 MEZ 2015,07Mär.2015 08:09:03.044
6.09522816,50.77681928,0.5,1.7999999523162842,213.0,0.020921051502227783,23.52941131591797,933.5,83.52941131591797,7.0,,0.7682065367698669,4.139545917510986,0.26529327034950256,Sat Mar 07 08:09:05 MEZ 2015,07Mär.2015 08:09:04.038
6.09523624,50.77683145,0.75,2.6999998092651367,215.0,0.0394551157951355,24.3137264251709,933.5,83.52941131591797,7.0,,0.4077749252319336,4.139545917510986,0.2667621672153473,Sat Mar 07 08:09:06 MEZ 2015,07Mär.2015 08:09:05.039
6.09525473,50.77682198,0.25,0.8999999761581421,215.0,0.01893807388842106,28.235294342041016,882.5,83.52941131591797,6.0,,0.0,4.139545917510986,0.2684386670589447,Sat Mar 07 08:09:07 MEZ 2015,07Mär.2015 08:09:06.045
6.09525109,50.77683411,0.0,0.0,214.0,0.03183931112289429,28.627450942993164,869.5,83.52941131591797,6.0,,0.0,4.139545917510986,0.2698122560977936,Sat Mar 07 08:09:08 MEZ 2015,07Mär.2015 08:09:07.062
6.09525808,50.77683486,0.0,0.0,214.0,0.003991603851318359,28.235294342041016,867.5,83.52941131591797,7.0,,0.0,4.139545917510986,0.2703123092651367,Sat Mar 07 08:09:09 MEZ 2015,07Mär.2015 08:09:08.038
6.09525817,50.77683321,0.0,0.0,214.0,0.031184375286102295,28.235294342041016,869.5,83.52941131591797,7.0,,0.0,4.139545917510986,0.2704959809780121,Sat Mar 07 08:09:10 MEZ 2015,07Mär.2015 08:09:09.040
