long,lat,gps_speed_ms,gps_speed_kmh,speed_obd_kmh,altitude,g_total,engine_load,engine_rpm,throttle_position,intake_air_temperature,fuel_level,kpl,kpl_avg,trip_distance,gps_time,device_time
6.03988905,50.77904868,9.5,34.20000076293945,36.0,249.0,0.013972282409667969,60.7843132019043,1042.5,83.52941131591797,26.0,,9.218478202819824,7.009707927703857,0.538573145866394,Sat Mar 07 11:57:12 MEZ 2015,07Mär.2015 11:57:11.475
6.03976104,50.77904796,9.75,35.099998474121094,36.0,249.0,0.026435673236846924,50.19607925415039,1058.0,83.52941131591797,26.0,,9.67776107788086,7.052741050720215,0.547602117061615,Sat Mar 07 11:57:13 MEZ 2015,07Mär.2015 11:57:12.473
6.0395834,50.77907378,10.25,36.89999771118164,37.0,248.0,0.055610477924346924,50.58823776245117,1081.0,83.52941131591797,26.0,,9.920111656188965,7.098254680633545,0.5604562163352966,Sat Mar 07 11:57:14 MEZ 2015,07Mär.2015 11:57:13.474
6.0394578,50.77907321,10.25,36.89999771118164,38.0,248.0,0.02229529619216919,46.27450942993164,1092.5,83.52941131591797,26.0,,10.18822193145752,7.1465349197387695,0.5693150758743286,Sat Mar 07 11:57:15 MEZ 2015,07Mär.2015 11:57:14.472
6.03934479,50.77907396,10.0,36.0,38.0,249.0,0.04128152132034302,36.86274719238281,1091.5,83.52941131591797,25.0,,13.784066200256348,7.248650550842285,0.5772861838340759,Sat Mar 07 11:57:16 MEZ 2015,07Mär.2015 11:57:15.474
6.03918189,50.77907447,10.5,37.79999923706055,37.0,249.0,0.06330066919326782,19.215686798095703,1079.0,83.52941131591797,23.0,,14.027560234069824,7.35136079788208,0.5887757539749146,Sat Mar 07 11:57:17 MEZ 2015,07Mär.2015 11:57:16.477
6.03906337,50.77909052,10.0,36.0,36.0,249.0,0.04925566911697388,14.509803771972656,1023.0,83.52941131591797,22.0,,15.129073143005371,7.467446327209473,0.5973235964775085,Sat Mar 07 11:57:18 MEZ 2015,07Mär.2015 11:57:17.473
6.03894557,50.77911237,9.75,35.099998474121094,34.0,248.0,5.121827125549316E4,20.0,1003.5,83.52941131591797,21.0,,12.714705467224121,7.54461145401001,0.6059803366661072,Sat Mar 07 11:57:19 MEZ 2015,07Mär.2015 11:57:18.473
6.03878324,50.77910173,9.5,34.20000076293945,34.0,248.0,0.0021923184394836426,5.882352828979492,946.0,83.52941131591797,22.0,,13.49997615814209,7.54461145401001,0.6174905896186829,Sat Mar 07 11:57:20 MEZ 2015,07Mär.2015 11:57:19.474
6.03867156,50.77911092,9.25,33.29999923706055,31.0,248.0,0.04306548833847046,0.0,905.5,83.52941131591797,22.0,,15.76935863494873,7.741511821746826,0.6254335045814514,Sat Mar 07 11:57:21 MEZ 2015,07Mär.2015 11:57:20.473
6.03856403,50.77910864,8.75,31.5,29.0,248.0,0.0082777738571167,27.05882453918457,867.0,83.52941131591797,22.0,,10.660188674926758,7.741511821746826,0.633021891117096,Sat Mar 07 11:57:22 MEZ 2015,07Mär.2015 11:57:21.472
6.03845917,50.77911412,7.75,27.899999618530273,22.0,248.0,2.783536911010742E4,20.39215660095215,1060.5,83.52941131591797,23.0,,6.048723220825195,7.776365280151367,0.6404427886009216,Sat Mar 07 11:57:23 MEZ 2015,07Mär.2015 11:57:22.474
6.03835768,50.77912072,6.75,24.299999237060547,19.0,248.0,0.06574326753616333,11.764705657958984,1249.0,83.52941131591797,24.0,,6.030528545379639,7.752118110656738,0.6476384997367859,Sat Mar 07 11:57:24 MEZ 2015,07Mär.2015 11:57:23.473
6.03829829,50.77911248,5.25,18.899999618530273,17.0,248.0,0.06398111581802368,40.7843132019043,1170.0,83.52941131591797,26.0,,4.139194965362549,7.7026262283325195,0.6519263982772827,Sat Mar 07 11:57:25 MEZ 2015,07Mär.2015 11:57:24.475
6.03824053,50.77908479,4.75,17.100000381469727,18.0,247.0,0.012042045593261719,56.47058868408203,1197.5,83.52941131591797,28.0,,4.333786487579346,7.7026262283325195,0.6570337414741516,Sat Mar 07 11:57:26 MEZ 2015,07Mär.2015 11:57:25.475
6.03818608,50.77904214,5.0,18.0,19.0,245.0,0.023189008235931396,69.01960754394531,1280.0,83.52941131591797,28.0,,3.879096746444702,7.650956630706787,0.6631377935409546,Sat Mar 07 11:57:27 MEZ 2015,07Mär.2015 11:57:26.474
6.03816909,50.77899331,5.75,20.69999885559082,24.0,246.0,0.09252971410751343,66.66666412353516,1560.0,83.52941131591797,30.0,,3.068924903869629,7.53198766708374,0.6687004566192627,Sat Mar 07 11:57:28 MEZ 2015,07Mär.2015 11:57:27.481
6.0381633,50.77893239,6.5,23.399999618530273,25.0,246.0,0.010764658451080322,11.764705657958984,1665.0,83.52941131591797,30.0,,3.0632729530334473,7.53198766708374,0.6754897236824036,Sat Mar 07 11:57:29 MEZ 2015,07Mär.2015 11:57:28.476
6.0381783,50.778856,7.25,26.099998474121094,26.0,247.0,0.025611579418182373,30.19607925415039,1093.0,81.5686264038086,29.0,,5.3190202713012695,7.477237701416016,0.6840532422065735,Sat Mar 07 11:57:30 MEZ 2015,07Mär.2015 11:57:29.474
6.03818163,50.77878591,7.25,26.099998474121094,27.0,246.0,0.04466003179550171,59.607845306396484,1127.5,83.52941131591797,29.0,,6.047704219818115,7.458910942077637,0.6918538808822632,Sat Mar 07 11:57:31 MEZ 2015,07Mär.2015 11:57:30.472
